https://tudatalib.ulb.tu-darmstadt.de/handle/tudatalib/2478

Quelle	Autor	Titel	Jahr	Journal	Typ	DOI	Gelesen?	Empirisch?	Ausschlusspunkt	Ausschlussgrund	Kommentar	Feld	Thema	HMD	Interaction device	No Participants	Low Abstraction	Medium	High	Exactly like RE	Similar to RE	Different to RE	Training	No Training	Walking	Balance	Navigation / Orientation	Searching / Identifying	Reaching	Picking / Manual object interaction	Cognitive / Memory tasks	Spatial Perception	Quantitative	Qualitative	Experiment	Secondary research 	Subjective feedback	Consistent	Better	Worse
WOS	"Yavrucuk, I; Kubali, E; Tarimci, O"	A Low Cost Flight Simulator Using Virtual Reality Tools	2011	IEEE AEROSPACE AND ELECTRONIC SYSTEMS MAGAZINE	Article	10.1109/MAES.2011.5763338		nein	Abstract	nur Technik		Softwareentwicklung	Software development																											
WOS	Stone, RJ	The (human) science of medical virtual learning environments	2011	PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES	Article	10.1098/rstb.2010.0209		nein	Volltext	Review	evtl. interessant	Medizin	Training																											
WOS	"Normand, JM; Giannopoulos, E; Spanlang, B; Slater, M"	Multisensory Stimulation Can Induce an Illusion of Larger Belly Size in Immersive Virtual Reality	2011	PLOS ONE	Article	10.1371/journal.pone.0016128		ja	Abstract	kein Bezug zu manueller Kommissionierung		Psychology / Human factors	Body Illusion																											
WOS	"Juan, MC; Calatrava, J"	An Augmented Reality System for the Treatment of Phobia to Small Animals Viewed Via an Optical See-Through HMD: Comparison With a Similar System Viewed Via a Video See-Through HMD	2011	INTERNATIONAL JOURNAL OF HUMAN-COMPUTER INTERACTION	Article	10.1080/10447318.2011.552059		ja	Titel	kein VR																														
WOS	"Ragan, ED; Sowndararajan, A; Kopper, R; Bowman, DA"	The Effects of Higher Levels of Immersion on Procedure Memorization Performance and Implications for Educational Virtual Environments	2010	PRESENCE-TELEOPERATORS AND VIRTUAL ENVIRONMENTS	Article	10.1162/pres_a_00016		ja	Abstract	kein Vergleich zu realer Anwendung		Psychology / Human factors	Training																											
WOS	"Yang, JC; Chen, CH; Jeng, MC"	Integrating video-capture virtual reality technology into a physically interactive learning environment for English learning	2010	COMPUTERS & EDUCATION	Article	10.1016/j.compedu.2010.06.005		ja	Abstract	kein Bezug zu manueller Kommissionierung		Bildungswesen	Model design																											
WOS	"Dahlquist, LM; Herbert, LJ; Weiss, KE; Jimeno, M"	Virtual-Reality Distraction and Cold-Pressor Pain Tolerance: Does Avatar Point of View Matter?	2010	CYBERPSYCHOLOGY BEHAVIOR AND SOCIAL NETWORKING	Article	10.1089/cyber.2009.0263		ja	Abstract	kein Bezug zu manueller Kommissionierung		Psychology / Human factors	Perception of Pain / Discomfort																											
WOS	"de la Pena, N; Weil, P; Llobera, J; Giannopoulos, E; Pomes, A; Spanlang, B; Friedman, D; Sanchez-Vives, MV; Slater, M"	Immersive Journalism: Immersive Virtual Reality for the First-Person Experience of News	2010	PRESENCE-TELEOPERATORS AND VIRTUAL ENVIRONMENTS	"Article; Proceedings Paper"	10.1162/PRES_a_00005		nein	Abstract	nur Technik		Journalism	Model design																											
WOS	"Dahlquist, LM; Weiss, KE; Law, EF; Sil, S; Herbert, LJ; Horn, SB; Wohlheiter, K; Ackerman, CS"	Effects of Videogame Distraction and a Virtual Reality Type Head-Mounted Display Helmet on Cold Pressor Pain in Young Elementary School-Aged Children	2010	JOURNAL OF PEDIATRIC PSYCHOLOGY	Article	10.1093/jpepsy/jsp082		ja	Abstract	kein Bezug zu manueller Kommissionierung		Psychology / Human factors	Perception of Pain / Discomfort																											
WOS	"Jota, R; de Araujo, BR; Bruno, LC; Pereira, JM; Jorge, JA"	IMMIView: a multi-user solution for design review in real-time	2010	JOURNAL OF REAL-TIME IMAGE PROCESSING	Article	10.1007/s11554-009-0141-1		nein 	Abstract	nur Technik		Design	Collaboration / Interaction																											
WOS	"Durgin, FH; Li, Z"	Controlled interaction: Strategies for using virtual reality to study perception	2010	BEHAVIOR RESEARCH METHODS	Article	10.3758/BRM.42.2.414		ja	Volltext	nur Technik	interessant: Unterschiede bezüglich Limitationen von HMD	Psychology / Human factors	Visual perception	nVis HMD		24																								
WOS	"Manders, C; Farbiz, F; Yin, TK; Yuan, ML; Guan, CG"	A gesture control system for intuitive 3D interaction with virtual objects	2010	COMPUTER ANIMATION AND VIRTUAL WORLDS	"Article; Proceedings Paper"	10.1002/cav.324		nein	Abstract	nur Technik		Softwareentwicklung	Control of VR / Human-Computer Interface																											
WOS	"Shen, Y; Ong, SK; Nee, AYC"	Augmented reality for collaborative product design and development	2010	DESIGN STUDIES	Article	10.1016/j.destud.2009.11.001		ja	Titel	kein VR																														
WOS	"Yang, U; Kim, GJ"	Increasing the geometric field of view in head mounted displays through proprioceptive task and multimodal feedback for effective close range interaction	2010	BEHAVIOUR & INFORMATION TECHNOLOGY	Article	10.1080/01449290903160459		ja	Sample		evtl. interessant: Abschätzung von Distanzen	Ergonomie	Haptics / Physical interaction	DaeYang Enc Co. DH-4400 3D	Polhemus Ultratrak Pro 6D, custom device for haptic feedback	15			x	x				x								x	x		x					x
WOS	"Kim, K; Kim, SI; Cha, KR; Park, J; Rosenthal, MZ; Kim, JJ; Han, K; Kim, IY; Kim, CH"	Development of a computer-based behavioral assessment of checking behavior in obsessive-compulsive disorder	2010	COMPREHENSIVE PSYCHIATRY	Article	10.1016/j.comppsych.2008.12.001		ja	Abstract	kein Bezug zu manueller Kommissionierung		Psychology / Human factors	Measurement of body functions																											
WOS	"Portales, C; Lerma, JL; Navarro, S"	Augmented reality and photogrammetry: A synergy to visualize physical and virtual city environments	2010	ISPRS JOURNAL OF PHOTOGRAMMETRY AND REMOTE SENSING	Article	10.1016/j.isprsjprs.2009.10.001		nein	Titel	kein VR																														
WOS	"Polonen, M; Jarvenpaa, T; Hakkinen, J"	Comparison of Near-to-Eye Displays: Subjective Experience and Comfort	2010	JOURNAL OF DISPLAY TECHNOLOGY	Article	10.1109/JDT.2009.2029123		ja	Volltext	kein Vergleich zu realer Anwendung	evtl. allgemein Workload bei HMD	Hardwareentwicklung und Evaluation	Evaluation of VR systems	multiple		99																								
WOS	"Teramoto, W; Riecke, BE"	Dynamic visual information facilitates object recognition from novel viewpoints	2010	JOURNAL OF VISION	Article	10.1167/10.13.11		ja	Abstract	VR nur als Methode		Human Biology	Visual perception																											
WOS	"Livatino, S; Muscato, G; Privitera, F"	Stereo Viewing and Virtual Reality Technologies in Mobile Robot Teleguide	2009	IEEE TRANSACTIONS ON ROBOTICS	Article	10.1109/TRO.2009.2028765		ja	Abstract	kein Bezug zu manueller Kommissionierung		Hardwareentwicklung und Evaluation	Remote Control / Digital Twin																											
WOS	"Markus, LA; Willems, KE; Maruna, CC; Schmitz, CL; Pellino, TA; Wish, JR; Faucher, LD; Schurr, MJ"	Virtual reality: Feasibility of implementation in a regional burn center	2009	BURNS	Article	10.1016/j.burns.2009.01.013		ja	Abstract	kein Bezug zu manueller Kommissionierung		Medizin	Image of VR / Use of VR																											
WOS	"Ferrari, V; Megali, G; Troia, E; Pietrabissa, A; Mosca, F"	A 3-D Mixed-Reality System for Stereoscopic Visualization of Medical Dataset	2009	IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING	Article	10.1109/TBME.2009.2028013		ja	Volltext	kein VR	evtl. interessant, aber neu entwickeltes System	Medizin	Visualisation																											
WOS	"Girard, B; Turcotte, V; Bouchard, S; Girard, B"	Crushing Virtual Cigarettes Reduces Tobacco Addiction and Treatment Discontinuation	2009	CYBERPSYCHOLOGY & BEHAVIOR	Article	10.1089/cpb.2009.0118		ja	Abstract	kein Bezug zu manueller Kommissionierung		Psychology / Human factors	Rehabilitation / Treatment																											
WOS	"Kozulin, P; Ames, SL; McBrien, NA"	Effects of a Head-Mounted Display on the Oculomotor System of Children	2009	OPTOMETRY AND VISION SCIENCE	Article	10.1097/OPX.0b013e3181adff42		ja	Abstract	kein Bezug zu manueller Kommissionierung		Medizin	Effect of HMDs on Eyesight																											
WOS	"Dahlquist, LM; Weiss, KE; Clendaniel, LD; Law, EF; Ackerman, CS; McKenna, KD"	Effects of Videogame Distraction using a Virtual Reality Type Head-Mounted Display Helmet on Cold Pressor Pain in Children	2009	JOURNAL OF PEDIATRIC PSYCHOLOGY	Article	10.1093/jpepsy/jsn023		ja	Abstract	kein Bezug zu manueller Kommissionierung		Psychology / Human factors	Perception of Pain / Discomfort																											
WOS	"Juan, MC; Perez, D"	Comparison of the Levels of Presence and Anxiety in an Acrophobic Environment Viewed via HMD or CAVE	2009	PRESENCE-TELEOPERATORS AND VIRTUAL ENVIRONMENTS	Article	10.1162/pres.18.3.232		ja	Abstract	kein Bezug zu manueller Kommissionierung		Psychology / Human factors	Emotions / Empathy / Fear																											
WOS	"Knaut, LA; Subramanian, SK; McFadyen, BJ; Bourbonnais, D; Levin, MF"	Kinematics of Pointing Movements Made in a Virtual Versus a Physical 3-Dimensional Environment in Healthy and Stroke Subjects	2009	ARCHIVES OF PHYSICAL MEDICINE AND REHABILITATION	"Article; Proceedings Paper"	10.1016/j.apmr.2008.10.030		ja	Sample		interssant: Vergleich Pointing Movement	Medizin	Body kinematics / Hand movements	Kaiser XL50		15			x	x				x					x				x		x			x		x
WOS	"Li, XG; Cai, C; Wu, JL"	Measurement and Analysis of Binocular Perceptual Characteristics with Peripheral Vision for the Development of Head Mounted Display with Wide View	2009	INFORMATION-AN INTERNATIONAL INTERDISCIPLINARY JOURNAL	Article			nein	Titel	nur Technik		Hardwareentwicklung und Evaluation	Visual perception																											
WOS	"Sarig-Bahat, H; Weiss, PL; Laufer, Y"	Cervical Motion Assessment Using Virtual Reality	2009	SPINE	Article	10.1097/BRS.0b013e31819b3254		ja	Abstract	kein Bezug zu manueller Kommissionierung		Ergonomie	Measurement of body functions																											
WOS	"Semeraro, F; Frisoli, A; Bergamasco, M; Cerchiari, EL"	Virtual reality enhanced mannequin (VREM) that is well received by resuscitation experts	2009	RESUSCITATION	Article	10.1016/j.resuscitation.2008.12.016		ja	Abstract	kein Bezug zu manueller Kommissionierung		Hardwareentwicklung und Evaluation	Image of VR / Use of VR																											
WOS	"Sousa Santos, B; Dias, P; Pimentel, A; Baggerman, JW; Ferreira, C; Silva, S; Madeira, J"	Head-mounted display versus desktop for 3D navigation in virtual reality: a user study	2009	MULTIMEDIA TOOLS AND APPLICATIONS	Article	10.1007/s11042-008-0223-2		ja	Volltext	kein Vergleich zu realer Anwendung	evtl. interessant: Vergleich Navidation	Hardwareentwicklung und Evaluation	Movement / Navigation	i-glasses SVGA Pro		42																								
WOS	"Kim, K; Kim, CH; Cha, KR; Park, J; Han, K; Kim, YK; Kim, JJ; Kim, IY; Kim, SI"	Anxiety Provocation and Measurement Using Virtual Reality in Patients with Obsessive-Compulsive Disorder	2008	CYBERPSYCHOLOGY & BEHAVIOR	Article	10.1089/cpb.2008.0003		ja	Abstract	kein Bezug zu manueller Kommissionierung		Psychology / Human factors	Emotions / Empathy / Fear																											
WOS	"Huang, SF; Tsai, PY; Sung, WH; Lin, CY; Chuang, TY"	The Comparisons of Heart Rate Variability and Perceived Exertion During Simulated Cycling with Various Viewing Devices	2008	PRESENCE-TELEOPERATORS AND VIRTUAL ENVIRONMENTS	Article	10.1162/pres.17.6.575		ja	Volltext	kein Bezug zu manueller Kommissionierung	evtzl. Interessant: Heart Rate im Vergleich zu real	Human Biology	Measurement of body functions	?		16																								
WOS	"Vincent, DS; Sherstyuk, A; Burgess, L; Connolly, KK"	Teaching Mass Casualty Triage Skills Using Immersive Three-dimensional Virtual Reality	2008	ACADEMIC EMERGENCY MEDICINE	Article	10.1111/j.1553-2712.2008.00191.x		ja	Abstract	kein Vergleich zu realer Anwendung		Medizin	Training																											
WOS	"Aoki, H; Oman, CM; Buckland, DA; Natapoff, A"	Desktop-VR system for preflight 3D navigation training	2008	ACTA ASTRONAUTICA	Article	10.1016/j.actaastro.2007.11.001		ja	Abstract	kein Vergleich zu realer Anwendung		Aviation	Training																											
WOS	"David, Y; Efron, U"	The image transceiver device: Studies of improved physical design	2008	SENSORS	Article	10.3390/s8074350		nein	Abstract	nur Technik		Hardwareentwicklung und Evaluation	Hardware development																											
WOS	"Kang, YJ; Ku, J; Han, K; Kim, SI; Yu, TW; Lee, JH; Park, CI"	Development and clinical trial of virtual reality-based cognitive assessment in people with stroke: Preliminary study	2008	CYBERPSYCHOLOGY & BEHAVIOR	Article	10.1089/cpb.2007.0116		ja	Abstract	kein Vergleich zu realer Anwendung		Psychology / Human factors	Measurement of body functions																											
WOS	"Myall, DJ; MacAskill, MR; Davidson, PR; Anderson, TJ; Jones, RD"	Design of a modular and low-latency virtual-environment platform for applications in motor adaptation research, neurological disorders, and neurorehabilitation	2008	IEEE TRANSACTIONS ON NEURAL SYSTEMS AND REHABILITATION ENGINEERING	Article	10.1109/TNSRE.2008.922676		nein	Abstract	nur Technik		Human Biology	Software development																											
WOS	"Sharples, S; Cobb, S; Moody, A; Wilson, JR"	Virtual reality induced symptoms and effects (VRISE): Comparison of head mounted display (HMD), desktop and projection display systems	2008	DISPLAYS	Article	10.1016/j.displa.2007.09.005		ja	Volltext	kein Vergleich zu realer Anwendung	evtl. interessant: Vergleich HMD zu normaler Leinwand (Übelkeit)	Hardwareentwicklung und Evaluation	Evaluation of VR systems	Virtual Research V8 HMD		139																								
WOS	"Romero, G; Maroto, J; Felez, J; Cabanellas, JM; Martinez, ML; Carretero, A"	Virtual reality applied to a full simulator of electrical sub-stations	2008	ELECTRIC POWER SYSTEMS RESEARCH	Article	10.1016/j.epsr.2007.03.014		nein	Abstract	nur Technik		Ingenieurwesen / Physik	Model design																											
WOS	"Schneider, E; Jahn, K; Dieterich, M; Brandt, T; Strupp, M"	Gait deviations induced by visual stimulation in roll	2008	EXPERIMENTAL BRAIN RESEARCH	Article	10.1007/s00221-007-1134-6		ja	Abstract	kein Bezug zu manueller Kommissionierung		Ergonomie	Balance																											
WOS	"Mihalik, JP; Kohli, L; Whitton, MC"	Do the physical characteristics of a virtual reality device contraindicate its use for balance assessment?	2008	JOURNAL OF SPORT REHABILITATION	Article	10.1123/jsr.17.1.38		ja	Volltext	kein VR	Effect of HMD weight on balance	Ergonomie	Balance	Virtual Research V8 HMD		20																								
WOS	"Pan, CX; Smith, S"	3D Stereo Vision System Effectiveness for Engineering Design and Graphics Education	2008	COMPUTER APPLICATIONS IN ENGINEERING EDUCATION	Article	10.1002/cae.20145		ja	Abstract	kein Bezug zu manueller Kommissionierung		Ingenieurwesen / Physik	Training																											
WOS	"Seward, AE; Ashmead, DH; Bodenheimer, B"	Using Virtual Environments to Assess Time-to-Contact Judgments from Pedestrian Viewpoints	2007	ACM TRANSACTIONS ON APPLIED PERCEPTION	Article	10.1145/1278387.1278392		ja	Volltext	kein Vergleich zu realer Anwendung	interessant: Beurteilung von Entfernungen in VR	Hardwareentwicklung und Evaluation	Visual perception	eMagin Z800 3DVisor	Joystick Logitech Aattack 3	8																								
WOS	"Dahlquist, LM; McKenna, KD; Jones, KK; Dillinger, L; Weiss, KE; Ackerman, CS"	Active and passive distraction using a head-mounted display helmet: Effects on cold pressor pain in children	2007	HEALTH PSYCHOLOGY	Article	10.1037/0278-6133.26.6.794		ja	Abstract	kein Bezug zu manueller Kommissionierung		Psychology / Human factors	Perception of Pain / Discomfort																											
WOS	"Chandaria, J; Thomas, GA; Stricker, D"	The MATRIS project: real-time markerless camera tracking for Augmented Reality and broadcast applications	2007	JOURNAL OF REAL-TIME IMAGE PROCESSING	Article	10.1007/s11554-007-0043-z		nein	Titel	kein VR																														
WOS	"Sugita, N; Yoshizawa, M; Abe, M; Tanaka, A; Watanabe, T; Chiba, S; Yambe, T; Nitta, S"	Evaluation of adaptation to visually induced motion sickness based on the maximum cross-correlation between pulse transmission time and heart rate	2007	JOURNAL OF NEUROENGINEERING AND REHABILITATION	Article	10.1186/1743-0003-4-35		ja	Volltext	kein VR	evtl. Motion sickness	Human Biology	Cybersickness / Fatigue			21																								
WOS	"Aoki, H; Oman, CM; Natapoff, A"	Virtual-reality-based 3D navigation training for emergency egress from spacecraft	2007	AVIATION SPACE AND ENVIRONMENTAL MEDICINE	Article			ja	Volltext	kein Vergleich zu realer Anwendung	interessant: Training von Orientierung und räumliche Wahrnehmung	Aviation	Training	Virtual Research Systems V8 HMD	Hand controller Thrustmaster FireStorm Dual Analog 3	36																								
WOS	"Muhlberger, A; Wieser, MJ; Kenntner-Mabiala, R; Pauli, P; Wiederhold, BK"	Pain modulation during drives through cold and hot virtual environments	2007	CYBERPSYCHOLOGY & BEHAVIOR	Article	10.1089/cpb.2007.9996		ja	Abstract	kein Bezug zu manueller Kommissionierung		Psychology / Human factors	Perception of Pain / Discomfort																											
WOS	"Giphart, JE; Chou, YH; Kim, DH; Bortnyk, CT; Wagenaar, RC"	Effects of virtual reality immersion and walking speed on coordination of arm and leg movements	2007	PRESENCE-TELEOPERATORS AND VIRTUAL ENVIRONMENTS	Article	10.1162/pres.16.4.399		Ja	Sample		Comparison of walking coordination	Ergonomie	Movement / Navigation	ProView 60 HMD (Kaiser	Motion Tracking, Foot Switch, Treadmill	10	x			x					x								x		x					x
WOS	"Williams, B; Narasimham, G; Westerman, C; Rieser, J; Bodenheimer, B"	Functional Similarities in Spatial Representations Between Real and Virtual Environments	2007	ACM TRANSACTIONS ON APPLIED PERCEPTION	Article	10.1145/1265957.1265961		ja	Sample		 Vergleich räumliches Lernen	Psychology / Human factors	Visual perception	Virtual Research Systems V8 HMD	None	30	x			x			x									x	x		x			x		
WOS	"Ryu, J; Hashimoto, N; Sato, M; Soeda, M; Ohno, R"	Application of human-scale immersive VR system for environmental design assessment - A proposal for an architectural design evaluation tool	2007	JOURNAL OF ASIAN ARCHITECTURE AND BUILDING ENGINEERING	Article	10.3130/jaabe.6.57		ja	Abstract	kein Bezug zu manueller Kommissionierung		Bauwesen / Architektur	Visualisation																											
WOS	"Doerr, KU; Rademacher, H; Huesgen, S; Kubbat, W"	Evaluation of a low-cost 3D sound system for immersive virtual reality training systems	2007	IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS	Article	10.1109/TVCG.2007.37		ja	Abstract	kein Bezug zu manueller Kommissionierung		Hardwareentwicklung und Evaluation	Perception of sound																											
WOS	"Heineken, E; Schulte, FP"	Seeing size and feeling weight: The size-weight illusion in natural and virtual reality	2007	HUMAN FACTORS	Article	10.1518/001872007779598028		ja	Sample		interessant: Vergleich von Gewichten	Ergonomie	Haptics / Physical interaction	Visette Pro HMD	Real object in VR	30			x	x				x						x					x			x	x	
WOS	"Pfurtscheller, G; Scherer, R; Leeb, R; Keinrath, C; Neuper, C; Lee, F; Bischof, H"	Viewing moving objects in virtual reality can change the dynamics of sensorimotor EEG rhythms	2007	PRESENCE-TELEOPERATORS AND VIRTUAL ENVIRONMENTS	Article	10.1162/pres.16.1.111		ja	Abstract	kein Bezug zu manueller Kommissionierung		Hardwareentwicklung und Evaluation	Measurement of body functions																											
WOS	"Durgin, FH; Reed, C; Tigue, C"	Step Frequency and Perceived Self-Motion	2007	ACM TRANSACTIONS ON APPLIED PERCEPTION	Article	10.1145/1227134.1227139		ja	Volltext	VR nur als Methode	evtl. Laufen auf Laufband	Ergonomie	Movement / Navigation	V8 & nVis Cybermind HMD	Treadmill	58																								
WOS	"Schneider, SM; Hood, LE"	Virtual reality: A distraction intervention for chemotherapy	2007	ONCOLOGY NURSING FORUM	Article	10.1188/07.ONF.39-46		ja	Abstract	kein Bezug zu manueller Kommissionierung		Medizin	Perception of Pain / Discomfort																											
WOS	"Hoffman, HG; Seibel, EJ; Richards, TL; Furness, TA; Patterson, DR; Sharar, SR"	Virtual reality helmet display quality influences the magnitude of virtual reality analgesia	2006	JOURNAL OF PAIN	Article	10.1016/j.jpain.2006.04.006		ja	Abstract	kein Bezug zu manueller Kommissionierung		Medizin	Perception of Pain / Discomfort																											
WOS	"Simone, LK; Schultheis, MT; Rebimbas, J; Millis, SR"	Head-mounted displays for clinical virtual reality applications: Pitfalls in understanding user behavior while using technology	2006	CYBERPSYCHOLOGY & BEHAVIOR	Article	10.1089/cpb.2006.9.591		ja	Abstract	kein Bezug zu manueller Kommissionierung		Psychology / Human factors	Behaviour																											
WOS	"Viaud-Delmon, I; Warusfel, O; Seguelas, A; Rio, E; Jouvent, R"	High sensitivity to multisensory conflicts in agoraphobia exhibited by virtual reality	2006	EUROPEAN PSYCHIATRY	Article	10.1016/j.eurpsy.2004.10.004		ja	Abstract	kein Bezug zu manueller Kommissionierung		Psychology / Human factors	Perception of sound																											
WOS	"Nagahara, H; Yagi, Y; Yachida, M"	Super wide field of view head mounted display using catadioptrical optics	2006	PRESENCE-TELEOPERATORS AND VIRTUAL ENVIRONMENTS	"Article; Proceedings Paper"	10.1162/pres.15.5.588		nein	Abstract	nur Technik		Hardwareentwicklung und Evaluation	Hardware development																											
WOS	"Sarlat, L; Warusfel, O; Viaud-Delmon, I"	Ventriloquism aftereffects occur in the rear hemisphere	2006	NEUROSCIENCE LETTERS	Article	10.1016/j.neulet.2006.06.007		ja	Abstract	kein Bezug zu manueller Kommissionierung		Psychology / Human factors	Perception of sound																											
WOS	"Nyberg, L; Lundin-Olsson, L; Sondell, B; Backman, A; Holmlund, K; Eriksson, S; Stenvall, M; Rosendahl, E; Maxhall, M; Bucht, G"	Using a virtual reality system to study balance and walking in a virtual outdoor environment: A pilot study	2006	CYBERPSYCHOLOGY & BEHAVIOR	Article	10.1089/cpb.2006.9.388		Ja	Sample		Laufgeschwindigkeit in VR bei älteren Menschen	Psychology / Human factors	Movement / Navigation	SGI Onyx 2	Motion Tracking	8	x			x				x	x								x		x					x
WOS	"Lin, CS; Ho, CW; Chang, KC; Hung, SS; Shei, HJ; Yeh, MS"	A novel device for head gesture measurement system in combination with eye-controlled human-machine interface	2006	OPTICS AND LASERS IN ENGINEERING	Article	10.1016/j.optlaseng.2005.06.005		nein	Abstract	nur Technik		Hardwareentwicklung und Evaluation	Control of VR / Human-Computer Interface																											
WOS	"Mania, K; Wooldridge, D; Coxon, M; Robinson, A"	The effect of visual and interaction fidelity on spatial cognition in immersive virtual environments	2006	IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS	Article	10.1109/TVCG.2006.55		nein	Abstract	kein Bezug zu manueller Kommissionierung		Psychology / Human factors	Memory Assessment																											
WOS	"Crosbie, JH; Lennon, S; McNeill, MDJ; McDonough, SM"	Virtual reality in the rehabilitation of the upper limb after stroke: The user's perspective	2006	CYBERPSYCHOLOGY & BEHAVIOR	"Article; Proceedings Paper"	10.1089/cpb.2006.9.137		ja	Abstract	kein Vergleich zu realer Anwendung		Medizin	Rehabilitation / Treatment																											
WOS	"Gold, JI; Kim, SH; Kant, AJ; Joseph, MH; Rizzo, A"	Effectiveness of virtual reality for pediatric pain distraction during IV placement	2006	CYBERPSYCHOLOGY & BEHAVIOR	"Article; Proceedings Paper"	10.1089/cpb.2006.9.207		ja	Abstract	kein Bezug zu manueller Kommissionierung		Psychology / Human factors	Perception of Pain / Discomfort																											
WOS	"Chevaldonne, M; Ballaz, C; Merienne, F; Neveu, M; Chevassus, N; Guillaume, F; Arbez, C"	Field-of-view tests for a virtual cockpit application	2006	JOURNAL OF ELECTRONIC IMAGING	Article	10.1117/1.2189211		ja	Abstract	kein Vergleich zu realer Anwendung		Aviation	Visual perception																											
WOS	"Ronkko, J; Markkanen, J; Launonen, R; Ferrino, M; Gaia, E; Basso, V; Patel, H; D'Cruz, M; Laukkanen, S"	Multimodal astronaut virtual training prototype	2006	INTERNATIONAL JOURNAL OF HUMAN-COMPUTER STUDIES	Article	10.1016/j.ijhcs.2005.08.004		nein	Abstract	kein VR		Aviation	Training																											
WOS	"Yabuki, N; Machinaka, H; Li, ZT"	A cooperative engineering environment using virtual reality with sensory user interfaces for steel bridge erection	2006	COOPERATIVE DESIGN, VISUALIZATION, AND ENGINEERING, PROCEEDINGS	"Article; Proceedings Paper"			nein 	Abstract	nur Technik		Ingenieurwesen / Physik	Software development																											
WOS	"Nagahara, H; Yagi, Y; Yachida, M"	A wide-field-of-view catadioptrical head-mounted display	2006	ELECTRONICS AND COMMUNICATIONS IN JAPAN PART II-ELECTRONICS	Article	10.1002/ecjb.20304		nein	Abstract	nur Technik		Hardwareentwicklung und Evaluation	Hardware development																											
WOS	"Pierno, AC; Caria, A; Castiello, U"	Crossmodal binding in localizing objects outside the field of view	2006	VISUAL COGNITION	Article	10.1080/13506280544000273		ja	Abstract	kein Vergleich zu realer Anwendung		Psychology / Human factors	Visual perception																											
WOS	"Mujber, TS; Szecsi, T; Hashmi, MSJ"	A new hybrid dynamic modelling approach for process planning	2005	JOURNAL OF MATERIALS PROCESSING TECHNOLOGY	Article	10.1016/j.jmatprotec.2004.09.086		nein	Abstract	nur Technik		Manufacturing	Model design																											
WOS	"Rand, D; Kizony, R; Feintuch, U; Katz, N; Josman, N; Rizzo, A; Weiss, PL"	Comparison of two VR platforms for rehabilitation: Video capture versus HMD	2005	PRESENCE-TELEOPERATORS AND VIRTUAL ENVIRONMENTS	Article	10.1162/1054746053967012		ja	Abstract	kein Bezug zu manueller Kommissionierung		Hardwareentwicklung und Evaluation	Rehabilitation / Treatment																											
WOS	"Ames, SL; Wolffsohn, JS; McBrien, NA"	The development of a symptom questionnaire for assessing virtual reality viewing using a head-mounted display	2005	OPTOMETRY AND VISION SCIENCE	Article	10.1097/01.OPX.0000156307.95086.6		ja	Abstract	kein Bezug zu manueller Kommissionierung		Psychology / Human factors	Visual perception																											
WOS	"Malkawi, AM; Srinivasan, RS"	A new paradigm for Human-Building Interaction: the use of CFD and Augmented Reality	2005	AUTOMATION IN CONSTRUCTION	Article	10.1016/j.autcon.2004.08.001		Nein	Titel	kein VR																														
WOS	"Farago, P; Barros, L; Cunha, G; Landau, L; Costa, RM"	ATDV: An image transforming system	2005	COMPUTATIONAL SCIENCE - ICCS 2005, PT 1, PROCEEDINGS	"Article; Proceedings Paper"			Nein	Titel	kein VR																														
WOS	"Choi, JD; Hwang, CJ"	An interaction interface for multiple agents on shared 3D display	2005	COOPERATIVE DESIGN, VISUALIZATION, AND ENGINEERING, PROCEEDINGS	"Article; Proceedings Paper"			Nein 	Titel	nur Technik		Softwareentwicklung	Collaboration / Interaction																											
WOS	"Cho, BH; Kim, S; Shin, DI; Lee, JH; Lee, SM; Kim, IY; Kim, SI"	Neurofeedback training with virtual reality for inattention and impulsiveness	2004	CYBERPSYCHOLOGY & BEHAVIOR	Article	10.1089/cpb.2004.7.519		Ja	Sample		evtl. Training längerer Aufmerksamkeit	Psychology / Human factors	Training	HMD Daeyang E&C		28		x			x		x								x		x		x				x	
WOS	"Liverani, A; Amati, G; Caligiana, G"	A CAD-augmented reality integrated environment for assembly sequence check and interactive validation	2004	CONCURRENT ENGINEERING-RESEARCH AND APPLICATIONS	Article	10.1177/1063293X04042469		Nein	Titel	kein VR																														
WOS	"Duh, HBL; Parker, DE; Philips, JO; Furness, TA"	Conflicting motion cues to the visual and vestibular self-motion systems around 0.06 Hz evoke simulator sickness	2004	HUMAN FACTORS	Article	10.1518/hfes.46.1.142.30384		Ja	Abstract	VR nur als Methode		Psychology / Human factors	Cybersickness / Fatigue																											
WOS	"Moreno, R; Mayer, RE"	Personalized messages that promote science learning in virtual environments	2004	JOURNAL OF EDUCATIONAL PSYCHOLOGY	Article	10.1037/0022-0663.96.1.165		Ja	Abstract	kein Bezug zu manueller Kommissionierung		Psychology / Human factors	Training																											
